,image,username,clusterid,1d,2d,img_url,centroid
310,graceglazee_189.jpg,graceglazee,0,-3.6551309,0.051872797,https://drive.google.com/uc?export=view&id=1rMnFajBqdxwMGSNp7tXrzC15PgDbwBt_,0
311,graceglazee_188.jpg,graceglazee,0,-0.28410107,1.1078318,https://drive.google.com/uc?export=view&id=1r8Zfaq_fyT1d6erviVIx2ZEFaRkm569v,0
312,graceglazee_179.jpg,graceglazee,0,-1.7933213,1.0457014,https://drive.google.com/uc?export=view&id=1r6Av9EYfsGxV3FYTkyxkdYQ_GzRvnwg_,0
313,graceglazee_185.jpg,graceglazee,0,-0.79381853,0.938404,https://drive.google.com/uc?export=view&id=1r4K3OYZ1GFivlFGYuXUI0hlbbfSnt8cS,0
314,graceglazee_191.jpg,graceglazee,0,-0.3206984,2.4319112,https://drive.google.com/uc?export=view&id=1r0tho2Rp0lB95do1VhagkFEVJmJ6KTIT,0
315,zhiyantay_210.jpg,zhiyantay,0,-0.71423966,-0.51679915,https://drive.google.com/uc?export=view&id=1r-kM8eHiUeH8zxdE2Dc0k3mC31WvUjy6,0
316,graceglazee_199.jpg,graceglazee,0,-1.3330843,0.8949082,https://drive.google.com/uc?export=view&id=1ssolJukaVHjNjLh73G48TD1ddJSV8Vya,0
317,zhiyantay_201.jpg,zhiyantay,3,-1.87647,-0.540454,https://drive.google.com/uc?export=view&id=1sp5sQSnzWruKmnP1hlfRd5EKIXh7UZmw,0
318,graceglazee_200.jpg,graceglazee,0,-1.9965297,-0.15478669,https://drive.google.com/uc?export=view&id=1siAWabz4H-6cM63NdKmmBudm3J9v-z7O,0
319,zhiyantay_204.jpg,zhiyantay,0,-0.16494511,-0.847093,https://drive.google.com/uc?export=view&id=1sfTMJhwjt79ZwBamAOWiBNDY9Ib08IMB,0
320,zhiyantay_205.jpg,zhiyantay,0,-1.0165967,2.4909952,https://drive.google.com/uc?export=view&id=1sedT6syuC3IRWmeZv6kP71oRC0enyJk0,0
321,zhiyantay_212.jpg,zhiyantay,1,0.3869369,-2.6828785,https://drive.google.com/uc?export=view&id=1sY8iV_Wc6tJBbepxyzbgw_X4t84GhHzF,0
322,zhiyantay_211.jpg,zhiyantay,0,-1.5641586,0.21902888,https://drive.google.com/uc?export=view&id=1sXGqfe1n4Isb4iglWgMMGFmY5q4mpDgB,0
323,zhiyantay_214.jpg,zhiyantay,3,1.367874,0.15104276,https://drive.google.com/uc?export=view&id=1sNRUIjJM_cGWq-grWksaRd64RO0DAfWS,0
324,zhiyantay_207.jpg,zhiyantay,0,-1.0507255,0.41748622,https://drive.google.com/uc?export=view&id=1sJYVjV4wzi2lkU86GGuDhXIzV8WhJs-P,0
325,zhiyantay_217.jpg,zhiyantay,0,-1.5855995,2.5699875,https://drive.google.com/uc?export=view&id=1sHz6VsII2wyw65-xepqiFboRsK29rMN4,0
326,zhiyantay_216.jpg,zhiyantay,1,-1.818782,-2.856167,https://drive.google.com/uc?export=view&id=1sCeYUbaKAWVhhChwfA5OcKzjITCBRpFl,0
327,zhiyantay_206.jpg,zhiyantay,1,0.40567008,-0.88618195,https://drive.google.com/uc?export=view&id=1sAfckiqsM3a9KZ_gLaS4FeBsX2hu_6rz,0
328,zhiyantay_208.jpg,zhiyantay,1,-1.6998825,-0.6865545,https://drive.google.com/uc?export=view&id=1sAYnlIabmNJeqlzQQAP196G2GkbEemqn,0
329,zhiyantay_203.jpg,zhiyantay,1,-0.018563371,-2.8714995,https://drive.google.com/uc?export=view&id=1sARKOScavx7kztyejdb5q1lGoFQ2OF2A,0
330,zhiyantay_209.jpg,zhiyantay,0,-0.5080576,0.073359035,https://drive.google.com/uc?export=view&id=1s4FzF6jn6harRuImhgZ2n2JcYE7krCEA,0
331,mavissyn_226.jpg,mavissyn,2,-1.3374454,-0.2484191,https://drive.google.com/uc?export=view&id=1uMTvKXVs4_C1XbzR1pdwDsqKDmL_eddJ,0
332,zhiyantay_220.jpg,zhiyantay,0,-0.8382544,0.6654584,https://drive.google.com/uc?export=view&id=1uMHF79EQXp0BdgE91UADhp0iHbG7pc8S,0
333,mavissyn_230.jpg,mavissyn,0,-1.0169145,0.56199616,https://drive.google.com/uc?export=view&id=1uHOiQvWOByKGsxiqqC8kJCoPnVsPvcbE,0
334,mavissyn_229.jpg,mavissyn,2,-3.1858969,1.7555596,https://drive.google.com/uc?export=view&id=1tsKEG_6kizxMiE3YWRr5CWEh6_K4k5cF,0
335,mavissyn_228.jpg,mavissyn,0,-1.4293084,0.6947543,https://drive.google.com/uc?export=view&id=1tqzNQBOlbeIWA4xfE_2PI_hW5IkiyDm7,0
336,mavissyn_235.jpg,mavissyn,2,-1.3074968,0.4673749,https://drive.google.com/uc?export=view&id=1tpNtV4C7CGv5d4hMXCRtzWwJ2E6ltH4m,0
